,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
14,5172,7386,Entire home/apt,Manhattan,Murray Hill,41,4.5,2.0,1.0,1.0,170.0,5.0,40.744958,-73.974201,2015-03-15 09:49:50.266
15,5178,8967,Private room,Manhattan,Midtown,216,4.5,2.0,1.0,1.0,96.0,1.0,40.764681,-73.983154,2015-03-15 11:02:38.843
16,5203,7490,Private room,Manhattan,Upper West Side,99,5.0,1.0,1.0,1.0,104.0,2.0,40.801779,-73.967229,2015-03-15 16:29:50.277
17,5222,7516,Entire home/apt,Manhattan,East Village,93,5.0,2.0,1.0,1.0,140.0,30.0,40.727637,-73.979488,2015-03-15 20:36:26.300
18,5238,7549,Entire home/apt,Manhattan,Chinatown,96,4.5,3.0,1.0,1.0,184.0,1.0,40.713444,-73.990375,2015-03-16 00:03:55.614
19,5258,7611,Entire home/apt,Brooklyn,Williamsburg,46,5.0,2.0,1.0,1.0,178.0,2.0,40.710302,-73.964961,2015-03-16 03:56:49.086
20,5270,7626,Entire home/apt,Manhattan,Lower East Side,134,4.5,3.0,1.0,1.0,132.0,3.0,40.717605,-73.986643,2015-03-16 06:21:45.616
21,5295,7702,Entire home/apt,Manhattan,Upper West Side,29,4.5,2.0,1.0,1.0,178.0,2.0,40.803158,-73.965446,2015-03-16 11:32:31.086
22,5441,7989,Private room,Manhattan,Hell's Kitchen,57,5.0,2.0,1.0,1.0,178.0,3.0,40.76076,-73.988667,2015-03-15 12:30:42.127
23,5489,8178,Entire home/apt,Brooklyn,South Slope,191,4.5,4.0,2.0,,191.0,1.0,40.669349,-73.987054,2015-03-15 23:01:08.080
24,5552,8380,Entire home/apt,Manhattan,West Village,49,5.0,2.0,1.0,1.0,257.0,1.0,40.736491,-74.010575,2015-03-16 11:43:47.105
25,5803,9744,Private room,Brooklyn,South Slope,111,4.5,2.0,1.0,,121.0,4.0,40.66829,-73.987791,2015-03-16 10:43:55.278
26,5945,4267,Private room,Manhattan,Upper West Side,61,4.5,2.0,1.0,1.0,158.0,1.0,40.791046,-73.974345,2015-03-15 10:50:13.261
27,5947,10889,Entire home/apt,Brooklyn,Williamsburg,113,4.5,4.0,2.0,1.0,329.0,2.0,40.719935,-73.961969,2015-03-15 11:14:49.615
28,6011,11481,Entire home/apt,Brooklyn,Gowanus,102,4.5,4.0,1.0,1.0,217.0,3.0,40.671404,-73.992322,2015-03-16 01:02:18.016
29,6090,11975,Private room,Manhattan,West Village,13,5.0,2.0,1.0,1.0,257.0,,40.73349,-74.004713,2015-03-16 17:19:32.564
30,6103,5871,Entire home/apt,Brooklyn,Crown Heights,7,4.5,,2.0,1.0,237.0,4.0,40.674522,-73.941096,2015-03-16 20:09:58.519
31,6111,12169,Private room,Brooklyn,Greenpoint,87,4.5,2.0,1.0,,157.0,2.0,40.719211,-73.951231,2015-03-16 21:52:42.692
32,6171,12712,Entire home/apt,Manhattan,Lower East Side,133,4.5,3.0,1.0,1.0,131.0,1.0,40.720735,-73.982107,2015-03-15 04:48:42.700
33,6365,13654,Private room,Manhattan,Harlem,10,4.0,2.0,1.0,1.0,99.0,1.0,40.810858,-73.941656,2015-03-16 21:22:58.434
34,6436,14063,Entire home/apt,Brooklyn,Williamsburg,18,5.0,4.0,1.0,1.0,145.0,2.0,40.711308,-73.953555,2015-03-15 06:34:25.235
35,6628,15042,Entire home/apt,Manhattan,Upper West Side,26,5.0,2.0,,1.0,204.0,2.0,40.793,-73.976036,2015-03-16 22:52:31.018
36,6775,7351,Private room,Brooklyn,Clinton Hill,34,4.5,4.0,1.0,1.0,97.0,2.0,40.684262,-73.964639,2015-03-16 00:15:33.844
37,6990,16800,Private room,Manhattan,East Harlem,145,5.0,1.0,1.0,1.0,125.0,4.0,40.789624,-73.94802,2015-03-15 15:21:10.425
38,7036,53179,Private room,Brooklyn,Kensington,4,5.0,2.0,1.0,0.5,78.0,3.0,40.645223,-73.98293,2015-03-16 01:14:52.996
39,7064,17297,Private room,Brooklyn,Williamsburg,7,5.0,2.0,1.0,1.0,211.0,2.0,40.712643,-73.958624,2015-03-16 06:45:04.286
40,7097,17571,Entire home/apt,Brooklyn,Fort Greene,72,5.0,2.0,1.0,1.0,250.0,2.0,40.691685,-73.971845,2015-03-16 13:40:01.590
41,7249,18667,Entire home/apt,Manhattan,NoHo,74,4.5,2.0,0.0,1.0,224.0,7.0,40.726144,-73.992921,2015-03-15 16:02:47.206
42,7258,18729,Entire home/apt,Brooklyn,Gowanus,8,5.0,4.0,2.0,1.0,494.0,3.0,40.67666,-73.987536,2015-03-15 18:05:22.425
43,7385,19531,Entire home/apt,Manhattan,Midtown,8,5.0,3.0,1.0,1.5,329.0,2.0,40.752456,-73.966993,2015-03-16 20:35:45.697
44,7540,19969,Entire home/apt,Manhattan,SoHo,48,5.0,2.0,1.0,1.0,507.0,1.0,40.724282,-73.997793,2015-03-15 23:39:34.983
45,7573,20149,Private room,Brooklyn,Williamsburg,46,5.0,2.0,1.0,1.0,105.0,4.0,40.707304,-73.940978,2015-03-16 06:11:45.905
46,7801,21207,Entire home/apt,Brooklyn,Williamsburg,10,5.0,4.0,,1.0,362.0,3.0,40.718418,-73.957183,2015-03-16 00:39:55.683
47,7816,21286,Entire home/apt,Manhattan,Upper West Side,7,5.0,4.0,1.0,1.0,296.0,2.0,40.78819,-73.96822,2015-03-16 03:33:33.713
48,8024,22486,Private room,Brooklyn,Park Slope,66,4.5,10.0,1.0,3.0,171.0,1.0,40.680694,-73.977058,2015-03-15 17:39:39.643
49,8025,22486,Private room,Brooklyn,Park Slope,17,4.5,3.0,1.0,3.0,151.0,1.0,40.679895,-73.977976,2015-03-15 17:51:40.995
50,8110,22486,Private room,Brooklyn,Park Slope,36,4.5,2.0,1.0,3.0,171.0,1.0,40.680006,-73.978645,2015-03-16 11:21:06.484
51,8225,2758,Private room,Manhattan,Harlem,75,4.5,2.0,1.0,1.0,65.0,3.0,40.799034,-73.954063,2015-03-15 06:00:26.963
52,8258,23684,Entire home/apt,Manhattan,Upper West Side,2,5.0,6.0,2.0,1.5,354.0,2.0,40.799521,-73.969146,2015-03-15 12:45:05.402
53,8270,23843,Entire home/apt,Manhattan,Lower East Side,15,5.0,2.0,1.0,1.0,230.0,5.0,40.719984,-73.986623,2015-03-15 15:21:33.118
54,8343,24222,Entire home/apt,Manhattan,East Village,8,5.0,6.0,3.0,1.5,494.0,4.0,40.724808,-73.980565,2015-03-16 06:34:18.269
55,8490,25183,Entire home/apt,Brooklyn,Bedford-Stuyvesant,34,4.5,5.0,1.0,1.0,197.0,2.0,40.683711,-73.940278,2015-03-15 07:49:06.383
56,9042,28578,Private room,Brooklyn,Greenpoint,2,5.0,2.0,1.0,1.0,79.0,2.0,40.736043,-73.956183,2015-03-15 16:16:49.298
57,9123,29096,Entire home/apt,Manhattan,East Village,147,5.0,2.0,,1.0,178.0,3.0,40.72511,-73.984501,2015-03-16 08:59:14.300
58,9357,30193,Entire home/apt,Manhattan,Hell's Kitchen,40,4.5,2.0,,1.0,197.0,10.0,40.767154,-73.985329,2015-03-16 04:34:03.863
59,9465,30876,Entire home/apt,Manhattan,Central Park,0,,2.0,1.0,1.0,296.0,2.0,40.790862,-73.965035,2015-03-17 02:59:03.887
60,9529,30990,Entire home/apt,Manhattan,West Village,99,5.0,2.0,1.0,1.0,329.0,1.0,40.735818,-74.008837,2015-03-15 10:50:55.955
61,9657,21904,Entire home/apt,Manhattan,Gramercy,7,4.5,3.0,1.0,1.0,257.0,3.0,40.732479,-73.982432,2015-03-16 13:40:26.778
62,9668,32294,Private room,Manhattan,Harlem,157,4.5,2.0,1.0,1.0,66.0,3.0,40.822452,-73.951036,2015-03-16 16:01:17.227
63,9680,32330,Entire home/apt,Manhattan,East Village,60,4.5,4.0,,,171.0,3.0,40.724135,-73.978098,2015-03-16 18:40:14.814
64,9704,32045,Private room,Manhattan,Harlem,12,5.0,2.0,1.0,1.5,79.0,3.0,40.813053,-73.954662,2015-03-16 23:41:01.853
65,9782,32169,Private room,Brooklyn,Greenpoint,111,4.0,3.0,1.0,1.5,66.0,3.0,40.722193,-73.937619,2015-03-15 10:16:15.432
66,9783,32294,Private room,Manhattan,Harlem,171,4.5,2.0,1.0,,66.0,3.0,40.821302,-73.953183,2015-03-15 10:28:36.083
67,9896,33279,Private room,Brooklyn,Clinton Hill,31,4.0,2.0,1.0,1.0,91.0,1.0,40.695366,-73.968633,2015-03-16 10:06:22.995
68,9985,32330,Entire home/apt,Manhattan,East Village,73,4.5,2.0,,1.0,171.0,3.0,40.723502,-73.978423,2015-03-14 23:43:17.758
69,10423,36017,Entire home/apt,Brooklyn,Prospect Heights,74,4.0,2.0,1.0,1.0,172.0,3.0,40.673943,-73.966039,2015-03-16 13:15:13.124
70,10452,35935,Private room,Brooklyn,Bedford-Stuyvesant,45,4.5,3.0,1.0,,79.0,1.0,40.683103,-73.954731,2015-03-16 19:32:55.986
71,10767,38649,Private room,Manhattan,Greenwich Village,109,4.5,2.0,1.0,,130.0,4.0,40.728022,-74.000844,2015-03-15 02:28:08.230
72,10950,39636,Private room,Brooklyn,Clinton Hill,22,5.0,4.0,1.0,1.0,145.0,2.0,40.68775,-73.964796,2015-03-16 16:27:36.570
73,10962,9744,Private room,Brooklyn,South Slope,86,5.0,2.0,1.0,1.0,121.0,4.0,40.668693,-73.987798,2015-03-16 19:08:52.732
74,10980,39955,Entire home/apt,Manhattan,Midtown,90,5.0,2.0,1.0,1.0,296.0,5.0,40.750642,-73.970604,2015-03-16 22:53:30.958
75,10994,33279,Entire home/apt,Manhattan,East Village,29,4.5,2.0,0.0,1.0,196.0,1.0,40.729975,-73.983228,2015-03-17 01:39:49.333
76,11174,40979,Private room,Brooklyn,Bushwick,41,4.5,2.0,1.0,1.0,87.0,2.0,40.704575,-73.918694,2015-03-16 09:39:18.772
77,11396,42275,Entire home/apt,Manhattan,Tribeca,7,5.0,4.0,0.0,1.0,362.0,5.0,40.717011,-74.011094,2015-03-16 02:46:19.889
78,11531,42924,Private room,Brooklyn,Flatbush,1,4.0,2.0,1.0,1.0,164.0,2.0,40.637187,-73.963527,2015-03-15 01:41:00.926
79,11708,44145,Entire home/apt,Brooklyn,Bushwick,80,4.5,2.0,1.0,1.0,105.0,3.0,40.701856,-73.92745,2015-03-16 14:20:16.199
80,11777,32330,Entire home/apt,Manhattan,East Village,52,4.0,9.0,3.0,2.0,492.0,4.0,40.722957,-73.977921,2015-03-14 23:43:40.439
81,11793,32105,Entire home/apt,Manhattan,East Village,7,5.0,1.0,1.0,1.0,184.0,10.0,40.730049,-73.986955,2015-03-15 02:49:17.827
82,11900,45016,Entire home/apt,Brooklyn,Bedford-Stuyvesant,100,4.5,6.0,2.0,1.0,211.0,3.0,40.690177,-73.952223,2015-03-16 01:15:50.813
83,11929,45324,Private room,Queens,Jamaica,1,4.0,2.0,1.0,1.0,55.0,7.0,40.671664,-73.781145,2015-03-16 06:57:34.833
84,11930,45324,Private room,Queens,Jamaica,1,4.0,2.0,1.0,1.0,55.0,7.0,40.671446,-73.77979,2015-03-16 07:10:29.377
85,11931,45324,Private room,Queens,Jamaica,5,3.5,2.0,1.0,1.0,55.0,3.0,40.671605,-73.779671,2015-03-16 07:23:39.078
86,11943,45445,Private room,Brooklyn,Flatbush,0,,1.0,1.0,1.0,197.0,1.0,40.637023,-73.963272,2015-03-16 09:53:18.897
87,11983,45657,Entire home/apt,Manhattan,East Village,39,4.0,6.0,2.0,1.0,263.0,1.0,40.726606,-73.984795,2015-03-16 18:27:01.570
88,12048,7549,Shared room,Manhattan,Lower East Side,119,5.0,2.0,1.0,1.0,59.0,1.0,40.714009,-73.989171,2015-03-15 02:39:47.720
89,12192,46978,Private room,Manhattan,East Village,144,4.5,2.0,1.0,1.0,92.0,2.0,40.722901,-73.98199,2015-03-16 08:23:54.873
90,12303,47618,Private room,Brooklyn,Fort Greene,18,5.0,2.0,1.0,2.0,165.0,7.0,40.696311,-73.975327,2015-03-15 02:28:22.997
91,12343,47727,Entire home/apt,Manhattan,Harlem,72,5.0,3.0,1.0,1.0,197.0,3.0,40.81175,-73.944778,2015-03-15 10:29:19.772
92,12382,48247,Entire home/apt,Brooklyn,Crown Heights,117,4.5,5.0,2.0,1.0,151.0,3.0,40.674853,-73.94169,2015-03-15 18:58:08.780
93,12397,48385,Entire home/apt,Brooklyn,Bedford-Stuyvesant,18,4.5,3.0,2.0,1.0,133.0,3.0,40.69196,-73.930369,2015-03-15 22:10:07.014
94,12511,48990,Private room,Manhattan,East Village,169,4.0,2.0,1.0,1.0,118.0,1.0,40.724407,-73.979003,2015-03-16 21:53:59.022
95,12543,49163,Entire home/apt,Brooklyn,Williamsburg,9,4.5,4.0,2.0,1.0,329.0,3.0,40.712227,-73.941463,2015-03-17 04:14:45.262
96,12549,49194,Private room,Manhattan,Harlem,3,4.5,2.0,1.0,1.0,98.0,1.0,40.82946,-73.94855,2015-03-15 00:30:15.740
97,12579,49366,Entire home/apt,Brooklyn,Clinton Hill,12,5.0,3.0,2.0,2.0,415.0,3.0,40.684782,-73.966745,2015-03-15 06:23:43.796
98,12595,49518,Private room,Manhattan,Hell's Kitchen,82,5.0,6.0,1.0,1.0,382.0,2.0,40.756101,-73.996303,2015-03-15 09:38:22.989
99,12596,62745,Entire home/apt,Manhattan,Upper East Side,68,4.5,5.0,2.0,1.0,197.0,1.0,40.770581,-73.950761,2015-03-15 09:51:18.163
100,12622,49623,Private room,Manhattan,East Village,22,5.0,2.0,1.0,1.0,78.0,11.0,40.722214,-73.98366,2015-03-15 15:22:43.168
101,12639,48143,Entire home/apt,Manhattan,Murray Hill,0,,2.0,,1.0,283.0,7.0,40.747817,-73.976222,2015-03-15 19:10:31.053
102,12937,50124,Private room,Queens,Long Island City,79,5.0,4.0,1.0,1.0,158.0,3.0,40.747708,-73.947395,2015-03-16 03:45:35.247
103,12940,50148,Entire home/apt,Brooklyn,Bedford-Stuyvesant,27,4.5,4.0,1.0,1.0,197.0,4.0,40.681112,-73.955911,2015-03-16 04:22:49.363
104,13076,50912,Private room,Brooklyn,Prospect Heights,7,4.5,1.0,1.0,1.0,98.0,1.0,40.675045,-73.964366,2015-03-15 03:25:40.775
105,13121,27848,Private room,Queens,Jamaica,51,4.5,4.0,1.0,1.0,90.0,2.0,40.67117,-73.765764,2015-03-15 12:32:19.619
106,13362,52043,Entire home/apt,Brooklyn,Williamsburg,54,4.5,2.0,1.0,1.0,250.0,4.0,40.715022,-73.958098,2015-03-15 09:26:28.435
107,13380,52233,Entire home/apt,Brooklyn,Williamsburg,2,5.0,2.0,1.0,1.0,132.0,7.0,40.712523,-73.958105,2015-03-15 13:11:18.710
108,13394,52335,Private room,Brooklyn,Fort Greene,70,4.5,2.0,1.0,1.0,105.0,3.0,40.691424,-73.973758,2015-03-15 16:17:32.888
109,13414,52451,Private room,Brooklyn,Williamsburg,34,4.5,2.0,1.0,1.5,145.0,2.0,40.717865,-73.959077,2015-03-15 20:37:37.407
110,13488,52751,Entire home/apt,Manhattan,West Village,53,4.5,2.0,1.0,1.0,236.0,6.0,40.73705,-74.0068,2015-03-16 11:45:36.869
111,13803,54255,Entire home/apt,Manhattan,West Village,43,5.0,2.0,1.0,1.0,394.0,1.0,40.731453,-74.005044,2015-03-17 00:19:01.581
112,13808,54275,Private room,Brooklyn,Bedford-Stuyvesant,53,5.0,2.0,1.0,1.0,118.0,1.0,40.680426,-73.939337,2015-03-17 01:17:32.228
113,13910,45324,Private room,Queens,Jamaica,3,4.0,2.0,1.0,1.0,55.0,3.0,40.671667,-73.781543,2015-03-15 17:12:31.665
114,14037,55120,Entire home/apt,Manhattan,Financial District,9,5.0,4.0,1.0,1.0,303.0,5.0,40.710966,-74.00581,2015-03-16 19:46:10.179
115,14074,55298,Entire home/apt,Manhattan,Chelsea,89,4.0,3.0,,,211.0,21.0,40.739491,-73.996074,2015-03-17 03:13:04.258
116,14290,56104,Entire home/apt,Brooklyn,Williamsburg,30,5.0,2.0,2.0,1.0,276.0,6.0,40.704202,-73.935597,2015-03-16 19:09:38.612
117,14314,56246,Entire home/apt,Brooklyn,Greenpoint,41,5.0,4.0,1.0,1.0,196.0,3.0,40.734424,-73.952611,2015-03-17 00:06:24.140
118,14322,56284,Entire home/apt,Manhattan,Kips Bay,4,5.0,4.0,1.0,1.0,237.0,7.0,40.739612,-73.980743,2015-03-17 01:40:22.029
119,14374,2339,Entire home/apt,Manhattan,East Village,76,4.5,4.0,2.0,1.0,355.0,3.0,40.722071,-73.983963,2015-03-15 06:59:33.777
120,14377,56512,Entire home/apt,Brooklyn,Williamsburg,50,5.0,2.0,1.0,1.0,165.0,3.0,40.708808,-73.959302,2015-03-15 07:38:21.655
121,14415,56663,Private room,Manhattan,Chelsea,6,5.0,2.0,1.0,1.0,237.0,3.0,40.745604,-73.993994,2015-03-15 15:36:33.392
122,14435,56793,Private room,Brooklyn,Carroll Gardens,20,4.5,1.0,1.0,1.0,86.0,3.0,40.678051,-74.000678,2015-03-15 20:00:51.061
123,14478,56944,Private room,Manhattan,Gramercy,13,5.0,2.0,1.0,,104.0,1.0,40.735424,-73.979913,2015-03-16 04:46:46.624
124,14539,57142,Entire home/apt,Brooklyn,Flatbush,109,4.5,5.0,2.0,1.0,182.0,3.0,40.637891,-73.968028,2015-03-16 17:34:35.615
125,14580,56944,Entire home/apt,Manhattan,Gramercy,55,4.0,,2.0,1.0,170.0,1.0,40.737222,-73.981109,2015-03-17 02:03:50.043
126,14694,55469,Private room,Brooklyn,Flatbush,5,5.0,2.0,1.0,2.0,191.0,4.0,40.636053,-73.960257,2015-03-15 20:38:02.057
127,14699,55469,Entire home/apt,Brooklyn,Flatbush,1,3.0,6.0,3.0,2.0,507.0,7.0,40.635976,-73.960241,2015-03-15 21:44:14.231
128,14708,55469,Private room,Brooklyn,Flatbush,6,5.0,2.0,1.0,2.0,178.0,4.0,40.634708,-73.960777,2015-03-15 23:40:55.877
129,14779,50148,Entire home/apt,Brooklyn,Bedford-Stuyvesant,45,4.0,5.0,1.0,1.0,197.0,4.0,40.679805,-73.955833,2015-03-16 14:06:05.465
130,14940,56663,Entire home/apt,Manhattan,Chelsea,22,4.5,7.0,2.0,1.0,586.0,3.0,40.749652,-73.999513,2015-03-15 18:33:09.029
131,14983,58979,Private room,Manhattan,Chelsea,23,5.0,2.0,1.0,1.0,217.0,4.0,40.743612,-73.999459,2015-03-16 03:22:27.919
132,14991,59023,Private room,Manhattan,Lower East Side,14,5.0,1.0,1.0,1.0,118.0,5.0,40.720035,-73.991041,2015-03-16 04:57:56.053
133,15049,59254,Entire home/apt,Manhattan,Upper East Side,43,3.5,4.0,1.0,,196.0,1.0,40.772958,-73.949482,2015-03-16 17:09:46.398
134,15105,59391,Entire home/apt,Brooklyn,Greenpoint,40,4.5,5.0,2.0,1.0,284.0,30.0,40.721047,-73.941676,2015-03-14 23:44:14.628
135,15110,3647,Entire home/apt,Queens,Elmhurst,4,4.5,3.0,2.0,1.0,110.0,5.0,40.732708,-73.882002,2015-03-15 00:43:52.484
136,15120,59392,Entire home/apt,Brooklyn,Cobble Hill,18,4.5,4.0,1.0,1.0,230.0,2.0,40.686614,-73.993322,2015-03-15 02:40:05.626
137,15220,59734,Private room,Manhattan,Hell's Kitchen,98,4.5,1.0,1.0,1.0,91.0,4.0,40.75531,-73.992929,2015-03-15 23:41:04.672
138,15230,59777,Entire home/apt,Brooklyn,Bedford-Stuyvesant,7,4.5,6.0,3.0,,273.0,1.0,40.686616,-73.932752,2015-03-16 01:39:17.021
139,15338,32169,Private room,Brooklyn,Greenpoint,85,4.0,3.0,1.0,1.5,66.0,3.0,40.724011,-73.93788,2015-03-17 00:06:30.335
140,15341,60049,Entire home/apt,Manhattan,SoHo,6,5.0,2.0,1.0,1.0,224.0,14.0,40.722098,-73.99775,2015-03-17 00:41:29.804
141,15352,60185,Private room,Manhattan,Theater District,0,,2.0,1.0,1.0,263.0,2.0,40.761904,-73.986151,2015-03-17 02:47:54.424
142,15385,60252,Private room,Brooklyn,Williamsburg,14,5.0,2.0,1.0,1.0,131.0,2.0,40.711698,-73.96407,2015-03-15 04:26:13.906
143,15491,59777,Private room,Brooklyn,Bedford-Stuyvesant,4,4.0,2.0,1.0,,91.0,1.0,40.686846,-73.932448,2015-03-16 02:36:47.304
144,15493,59777,Private room,Brooklyn,Bedford-Stuyvesant,21,4.0,2.0,1.0,,78.0,1.0,40.685238,-73.931434,2015-03-16 03:00:53.643
145,15505,60780,Entire home/apt,Manhattan,Financial District,16,5.0,3.0,,,153.0,30.0,40.705152,-74.016261,2015-03-16 05:24:54.406
146,15509,59777,Private room,Brooklyn,Bedford-Stuyvesant,13,4.0,2.0,1.0,,78.0,1.0,40.685384,-73.932709,2015-03-16 06:13:10.144
147,15688,61414,Entire home/apt,Brooklyn,Bedford-Stuyvesant,55,4.5,5.0,0.0,1.0,211.0,4.0,40.683928,-73.958006,2015-03-15 14:05:32.809
148,15700,61446,Entire home/apt,Manhattan,East Harlem,63,4.5,2.0,1.0,1.0,217.0,5.0,40.78625,-73.951161,2015-03-15 16:46:49.255
149,15712,61494,Entire home/apt,Manhattan,Lower East Side,25,5.0,2.0,,1.0,191.0,2.0,40.719978,-73.988811,2015-03-15 19:23:41.692
150,15729,61531,Private room,Brooklyn,Red Hook,20,4.0,2.0,1.0,,117.0,1.0,40.676947,-74.011209,2015-03-15 23:02:50.750
151,15796,61414,Entire home/apt,Brooklyn,Clinton Hill,35,4.0,2.0,0.0,0.5,130.0,4.0,40.682092,-73.958808,2015-03-16 12:38:24.655
152,15875,61862,Private room,Queens,Astoria,49,5.0,3.0,1.0,1.0,85.0,1.0,40.76817,-73.920448,2015-03-15 00:08:38.671
153,15944,62352,Entire home/apt,Brooklyn,Prospect Heights,22,4.5,3.0,2.0,1.0,178.0,4.0,40.676864,-73.969681,2015-03-15 14:05:39.048
154,15962,62407,Entire home/apt,Manhattan,Lower East Side,53,4.5,2.0,1.0,1.0,171.0,3.0,40.722156,-73.986347,2015-03-15 18:07:16.335
155,16089,656594,Entire home/apt,Manhattan,Upper East Side,105,4.5,4.0,1.0,1.0,130.0,1.0,40.769407,-73.950498,2015-03-16 20:37:49.910
156,16284,63394,Entire home/apt,Manhattan,Chelsea,56,4.5,3.0,1.0,2.0,130.0,4.0,40.743969,-73.998495,2015-03-16 07:36:08.144
157,16326,63588,Entire home/apt,Brooklyn,Prospect Heights,64,5.0,8.0,4.0,2.0,459.0,5.0,40.678105,-73.964284,2015-03-16 16:28:37.492
158,16338,63613,Private room,Brooklyn,Fort Greene,16,5.0,2.0,1.0,1.0,79.0,4.0,40.68985,-73.969478,2015-03-16 19:10:12.690
159,16406,63696,Entire home/apt,Brooklyn,Brooklyn Heights,15,5.0,3.0,2.0,1.0,289.0,4.0,40.695312,-73.993927,2015-03-15 03:49:32.508
160,16421,63924,Private room,Manhattan,Hell's Kitchen,132,4.5,2.0,1.0,1.0,132.0,4.0,40.759786,-73.991193,2015-03-15 06:48:30.142
161,16422,63945,Private room,Brooklyn,Flatbush,20,5.0,1.0,1.0,1.0,112.0,1.0,40.654234,-73.959209,2015-03-15 07:00:15.428
162,16486,64164,Entire home/apt,Manhattan,Lower East Side,61,4.5,4.0,1.0,1.0,197.0,6.0,40.721275,-73.986718,2015-03-15 20:38:37.682
163,16580,64442,Private room,Manhattan,East Village,52,4.5,2.0,1.0,2.0,145.0,1.0,40.726488,-73.979035,2015-03-16 16:03:17.516
164,16595,64522,Entire home/apt,Brooklyn,Williamsburg,59,4.5,4.0,1.0,1.0,191.0,3.0,40.70933,-73.967918,2015-03-16 19:22:22.676
165,16701,64894,Entire home/apt,Manhattan,Upper West Side,61,5.0,3.0,1.0,1.0,244.0,3.0,40.789431,-73.976305,2015-03-15 11:41:27.835
166,16737,65059,Private room,Manhattan,East Village,162,4.5,2.0,1.0,,158.0,1.0,40.724754,-73.982409,2015-03-15 19:36:27.700
167,16794,65197,Entire home/apt,Manhattan,West Village,11,4.5,3.0,1.0,1.0,262.0,1.0,40.738116,-73.999777,2015-03-16 07:11:13.455
168,16821,4396,Private room,Manhattan,East Village,18,4.5,1.0,1.0,1.0,104.0,3.0,40.722982,-73.984736,2015-03-16 12:51:14.530
169,16971,65823,Entire home/apt,Brooklyn,Sunset Park,24,5.0,2.0,,1.5,257.0,5.0,40.659132,-73.992736,2015-03-15 14:42:31.100
170,16972,65826,Private room,Brooklyn,Williamsburg,0,,1.0,1.0,1.0,95.0,20.0,40.706845,-73.969148,2015-03-15 14:56:22.297
171,16974,65837,Entire home/apt,Manhattan,East Harlem,77,5.0,8.0,4.0,2.0,296.0,4.0,40.801642,-73.939221,2015-03-15 15:23:29.720
172,16990,59777,Private room,Brooklyn,Bedford-Stuyvesant,5,4.5,2.0,1.0,,78.0,1.0,40.684932,-73.931661,2015-03-15 18:58:40.886
173,17007,39955,Entire home/apt,Manhattan,Midtown,126,5.0,2.0,1.0,1.0,296.0,5.0,40.750365,-73.96971,2015-03-15 22:39:16.085
174,17037,66035,Entire home/apt,Manhattan,East Village,30,5.0,2.0,1.0,1.0,237.0,7.0,40.723753,-73.976342,2015-03-16 04:35:37.517
175,17052,66087,Entire home/apt,Brooklyn,Bay Ridge,45,4.5,4.0,1.0,1.0,130.0,3.0,40.635015,-74.034265,2015-03-16 07:36:30.039
