listing_id,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
0,105,500,Private room,Manhattan,Hell's Kitchen,39,5,7,1,1,174,1,40.762099,-73.996022,58:59.6
1,2515,2758,Private room,Manhattan,Harlem,106,4.5,2,1,2,69,2,40.799205,-73.953676,53:51.8
2,2684,2965,Private room,Manhattan,Upper West Side,3,5,2,1,1.5,152,1,40.792353,-73.967807,36:20.4
3,2993,3352,Entire home/apt,Manhattan,Lower East Side,2,4.5,2,1,1,175,5,40.723593,-73.991188,08:21.5
4,3330,4177,Private room,Brooklyn,Williamsburg,11,5,2,1,1,152,3,40.708558,-73.942362,18:01.5
5,3687,4647,Entire home/apt,Brooklyn,Bedford-Stuyvesant,47,4.5,3,1,1,104,1,40.6783,-73.944627,47:52.6
6,3831,4869,Private room,Brooklyn,Clinton Hill,4,4.5,3,1,1,117,1,40.685138,-73.959757,49:27.5
7,4573,5871,Entire home/apt,Brooklyn,Crown Heights,5,5,6,2,,211,3,40.674376,-73.93399,42:36.8
8,4611,5926,Private room,Manhattan,Harlem,64,4.5,1,1,,65,3,40.824861,-73.949982,22:35.2
9,4989,7118,Entire home/apt,Manhattan,Hell's Kitchen,13,4.5,3,1,1,234,2,40.7626,-73.993045,41:24.5
10,5044,7222,Entire home/apt,Manhattan,East Village,30,5,4,1,1,205,3,40.726353,-73.989371,24:16.2
11,5079,7286,Entire home/apt,Manhattan,Harlem,164,5,4,2,1,269,3,40.813613,-73.945896,14:18.7
12,5099,7322,Entire home/apt,Manhattan,Murray Hill,40,4.5,2,1,1,235,3,40.747714,-73.975149,52:34.7
13,5107,7332,Entire home/apt,Brooklyn,Bedford-Stuyvesant,45,5,8,2,1,293,3,40.69299,-73.957232,29:46.4
14,5110,7337,Entire home/apt,Manhattan,Lower East Side,30,4.5,2,1,1,202,3,40.713942,-73.981839,45:13.8
15,5135,7380,Private room,Manhattan,Harlem,211,5,4,1,1,104,1,40.818028,-73.947449,18:44.4
16,5136,7378,Entire home/apt,Brooklyn,Sunset Park,1,5,4,3,1.5,291,4,40.661197,-73.994227,23:00.7
17,5172,7386,Entire home/apt,Manhattan,Murray Hill,41,4.5,2,1,1,151,5,40.744958,-73.974201,21:15.8
18,5178,8967,Private room,Manhattan,Midtown,204,4.5,2,1,1,85,1,40.764681,-73.983154,50:57.9
19,5216,7510,Entire home/apt,Manhattan,Flatiron District,28,4,4,2,1,222,2,40.743572,-73.989987,14:23.7
20,5222,7516,Entire home/apt,Manhattan,East Village,92,5,2,1,1,105,4,40.727637,-73.979488,43:18.0
21,5238,7549,Entire home/apt,Manhattan,Chinatown,90,4.5,3,1,1,170,1,40.713444,-73.990375,05:36.7
22,5258,7611,Entire home/apt,Brooklyn,Williamsburg,44,5,2,1,1,158,2,40.710302,-73.964961,46:17.2
23,5270,7626,Entire home/apt,Manhattan,Lower East Side,125,4.5,3,1,1,117,2,40.717605,-73.986643,52:53.3
24,5295,7702,Entire home/apt,Manhattan,Upper West Side,28,4.5,2,1,1,158,2,40.803158,-73.965446,58:19.0
25,5441,7989,Private room,Manhattan,Hell's Kitchen,54,5,2,1,1,158,3,40.76076,-73.988667,28:06.7
26,5489,8178,Entire home/apt,Brooklyn,South Slope,183,4.5,4,2,,170,1,40.669349,-73.987054,40:00.8
27,5552,8380,Entire home/apt,Manhattan,West Village,48,5,2,1,1,228,1,40.736491,-74.010575,02:38.2
28,5803,9744,Private room,Brooklyn,South Slope,108,4.5,2,1,,108,4,40.66829,-73.987791,39:22.6
29,5818,2845,Private room,Manhattan,Hell's Kitchen,43,4.5,2,1,1,228,1,40.765304,-73.985214,52:13.5
30,5862,2845,Entire home/apt,Manhattan,Hell's Kitchen,29,4.5,5,2,2,557,1,40.767376,-73.986467,26:36.6
31,5945,4267,Private room,Manhattan,Upper West Side,61,4.5,2,1,1,140,1,40.791046,-73.974345,45:56.0
32,5947,10889,Entire home/apt,Brooklyn,Williamsburg,106,5,4,2,1,292,2,40.719935,-73.961969,56:06.8
33,6011,11481,Entire home/apt,Brooklyn,Gowanus,101,4.5,4,1,1,193,3,40.670615,-73.991445,31:07.3
34,6103,5871,Entire home/apt,Brooklyn,Crown Heights,7,4.5,6,2,1,211,4,40.674522,-73.941096,14:22.3
35,6111,12169,Private room,Brooklyn,Greenpoint,85,4.5,2,1,,127,2,40.719211,-73.951231,51:55.8
36,6171,12712,Entire home/apt,Manhattan,Lower East Side,123,4.5,3,1,1,146,1,40.720735,-73.982107,18:02.5
37,6177,2845,Private room,Manhattan,Hell's Kitchen,3,4.5,2,1,1,263,1,40.765062,-73.986386,47:09.1
38,6288,13341,Private room,Manhattan,Kips Bay,34,5,2,1,1,199,4,40.739482,-73.983757,19:23.3
39,6436,14063,Entire home/apt,Brooklyn,Williamsburg,17,5,4,1,1,129,10,40.711308,-73.953555,01:39.0
40,6628,15042,Entire home/apt,Manhattan,Upper West Side,26,5,2,1,1,182,2,40.793,-73.976036,15:54.3
41,6990,16800,Private room,Manhattan,East Harlem,137,5,1,1,1,111,4,40.789624,-73.94802,39:22.1
42,7036,53179,Private room,Brooklyn,Kensington,4,5,2,1,0.5,82,3,40.645223,-73.98293,36:41.8
43,7097,17571,Entire home/apt,Brooklyn,Fort Greene,68,5,2,1,1,222,2,40.691685,-73.971845,47:57.2
44,7249,18667,Entire home/apt,Manhattan,NoHo,70,4.5,2,0,1,187,10,40.726144,-73.992921,55:47.8
45,7258,18729,Entire home/apt,Brooklyn,Gowanus,8,5,4,2,1,439,3,40.67666,-73.987536,43:22.4
46,7385,19531,Entire home/apt,Manhattan,Midtown,8,5,3,1,1.5,292,2,40.752456,-73.966993,24:35.4
47,7540,19969,Entire home/apt,Manhattan,SoHo,44,5,2,1,1,462,1,40.724282,-73.997793,55:22.5
48,7573,20149,Private room,Brooklyn,Williamsburg,46,5,2,1,1,105,5,40.707304,-73.940978,47:56.5
49,7626,20294,Entire home/apt,Manhattan,Midtown,3,5,2,1,1,292,3,40.751618,-73.982492,09:17.1
50,7801,21207,Entire home/apt,Brooklyn,Williamsburg,10,5,4,2,1,322,3,40.718418,-73.957183,21:20.1
51,7816,21286,Entire home/apt,Manhattan,Upper West Side,7,5,4,1,1,263,2,40.78819,-73.96822,36:09.5
52,7966,4934,Entire home/apt,Brooklyn,Boerum Hill,33,4.5,2,1,,175,5,40.685611,-73.986734,32:50.5
53,7970,10496,Entire home/apt,Manhattan,Flatiron District,31,4,5,0,1,211,7,40.743003,-73.990652,51:39.8
54,8024,22486,Private room,Brooklyn,Park Slope,65,4.5,10,1,3,152,1,40.680694,-73.977058,32:56.7
55,8025,22486,Private room,Brooklyn,Park Slope,16,4.5,3,1,3,134,1,40.679895,-73.977976,38:18.8
56,8110,22486,Private room,Brooklyn,Park Slope,35,4.5,2,1,3,152,1,40.680006,-73.978645,54:38.7
57,8225,2758,Private room,Manhattan,Harlem,71,4.5,2,1,1,57,3,40.799034,-73.954063,47:20.0
58,8258,23684,Entire home/apt,Manhattan,Upper West Side,1,5,6,2,1.5,315,2,40.799521,-73.969146,33:47.5
59,8270,23843,Entire home/apt,Manhattan,Lower East Side,15,5,2,1,1,205,5,40.719984,-73.986623,39:32.4
60,8343,24222,Entire home/apt,Manhattan,East Village,8,5,6,3,1.5,439,4,40.724808,-73.980565,59:18.1
61,8490,25183,Entire home/apt,Brooklyn,Bedford-Stuyvesant,33,4.5,5,1,1,175,2,40.683711,-73.940278,32:03.3
62,9042,28578,Private room,Brooklyn,Greenpoint,1,5,2,1,1,70,2,40.736043,-73.956183,00:31.7
63,9123,29096,Entire home/apt,Manhattan,East Village,140,5,2,1,1,158,3,40.72511,-73.984501,59:25.1
64,9357,30193,Entire home/apt,Manhattan,Hell's Kitchen,40,4.5,2,1,1,175,3,40.767154,-73.985329,03:01.0
65,9465,30876,Entire home/apt,Manhattan,Central Park,0,,2,1,1,264,2,40.790862,-73.965035,59:15.6
66,9529,30990,Entire home/apt,Manhattan,West Village,96,5,2,1,1,292,1,40.735818,-74.008837,46:24.9
67,9668,32294,Private room,Manhattan,Harlem,155,4.5,2,1,1,58,3,40.822452,-73.951036,40:13.9
68,9680,32330,Entire home/apt,Manhattan,East Village,55,4.5,4,2,,152,3,40.724135,-73.978098,38:59.2
69,9704,32045,Private room,Manhattan,Harlem,8,5,2,1,1.5,94,3,40.813053,-73.954662,37:23.8
70,9759,32814,Entire home/apt,Manhattan,East Village,7,4.5,2,1,1,228,3,40.724418,-73.986904,38:11.7
71,9782,32169,Private room,Brooklyn,Greenpoint,109,4,4,1,1.5,64,2,40.722193,-73.937619,31:21.0
72,9783,32294,Private room,Manhattan,Harlem,163,4.5,2,1,,58,3,40.821302,-73.953183,36:36.9
73,9896,33279,Private room,Brooklyn,Clinton Hill,30,4.5,2,1,1,102,1,40.695366,-73.968633,24:39.9
74,9985,32330,Entire home/apt,Manhattan,East Village,70,4.5,2,1,1,152,3,40.723502,-73.978423,13:24.6
75,10423,36017,Entire home/apt,Brooklyn,Prospect Heights,73,4,2,1,1,153,3,40.673943,-73.966039,39:03.0
76,10452,35935,Private room,Brooklyn,Bedford-Stuyvesant,44,4.5,3,1,,70,1,40.683103,-73.954731,59:33.6
77,10767,38649,Private room,Manhattan,Greenwich Village,106,4.5,2,1,,129,4,40.728022,-74.000844,19:18.0
78,10950,39636,Private room,Brooklyn,Clinton Hill,19,5,4,1,1,129,2,40.68775,-73.964796,50:27.0
79,10962,9744,Private room,Brooklyn,South Slope,82,5,2,1,1,108,4,40.668693,-73.987798,49:38.0
80,10980,39955,Entire home/apt,Manhattan,Midtown,88,5,2,1,1,264,5,40.750642,-73.970604,16:13.9
81,11174,40979,Private room,Brooklyn,Bushwick,38,4.5,2,1,1,71,2,40.704575,-73.918694,13:58.3
82,11396,42275,Entire home/apt,Manhattan,Tribeca,7,5,4,0,1,322,5,40.717011,-74.011094,15:47.4
83,11531,42924,Private room,Brooklyn,Flatbush,0,,2,1,1,146,2,40.637187,-73.963527,00:46.4
84,11541,2868,Private room,Brooklyn,Clinton Hill,8,4.5,5,1,1,88,1,40.685303,-73.964665,46:39.1
85,11636,21105,Entire home/apt,Manhattan,Murray Hill,2,4.5,4,1,1,303,14,40.743802,-73.973072,55:39.7
86,11705,44136,Entire home/apt,Brooklyn,Park Slope,4,5,4,2,1,269,5,40.669005,-73.982912,48:15.6
87,11708,44145,Entire home/apt,Brooklyn,Bushwick,76,4.5,2,1,1,94,3,40.701856,-73.92745,02:08.0
88,11777,32330,Entire home/apt,Manhattan,East Village,46,4,9,3,2,439,4,40.722957,-73.977921,13:35.4
89,11793,32105,Entire home/apt,Manhattan,East Village,7,5,1,1,1,164,10,40.730049,-73.986955,27:07.7
90,11900,45016,Entire home/apt,Brooklyn,Bedford-Stuyvesant,99,4.5,6,2,1,199,3,40.690177,-73.952223,37:01.4
91,11929,45324,Private room,Queens,Jamaica,1,4,2,1,1,49,7,40.671664,-73.781145,09:20.3
92,11930,45324,Private room,Queens,Jamaica,1,4,2,1,1,49,7,40.671446,-73.77979,14:54.1
93,11931,45324,Private room,Queens,Jamaica,4,3.5,2,1,1,49,3,40.671605,-73.779671,20:23.9
94,11943,45445,Private room,Brooklyn,Flatbush,0,,1,1,1,175,1,40.637023,-73.963272,19:18.5
95,11983,45657,Entire home/apt,Manhattan,East Village,34,4,6,2,1,234,1,40.726606,-73.984795,34:23.9
96,12048,7549,Shared room,Manhattan,Lower East Side,111,5,2,1,1,58,1,40.714009,-73.989171,23:23.7
97,12192,46978,Private room,Manhattan,East Village,137,4.5,2,1,1,82,2,40.722901,-73.98199,44:22.1
98,12278,47532,Entire home/apt,Manhattan,East Harlem,59,4.5,6,1,1,93,7,40.79623,-73.936921,45:36.5
99,12303,47618,Private room,Brooklyn,Fort Greene,17,5,2,1,2,147,7,40.696311,-73.975327,19:22.4
100,12343,47727,Entire home/apt,Manhattan,Harlem,69,5,3,1,1,175,3,40.81175,-73.944778,37:00.6
101,12370,48143,Entire home/apt,Manhattan,Murray Hill,7,4.5,2,1,1,221,10,40.749465,-73.975402,00:43.1
102,12382,48247,Entire home/apt,Brooklyn,Crown Heights,114,4.5,5,2,1,117,3,40.674853,-73.94169,05:16.6
103,12397,48385,Entire home/apt,Brooklyn,Bedford-Stuyvesant,17,4.5,3,2,1,118,3,40.69196,-73.930369,18:25.8
104,12511,48990,Private room,Manhattan,East Village,154,4,2,1,1,99,1,40.724407,-73.979003,52:30.8
105,12543,49163,Entire home/apt,Brooklyn,Williamsburg,9,4.5,4,2,1,293,3,40.712227,-73.941463,30:00.3
106,12549,49194,Private room,Manhattan,Harlem,3,4.5,2,1,1,88,1,40.82946,-73.94855,31:44.3
107,12561,49271,Entire home/apt,Brooklyn,Boerum Hill,5,5,4,1,1,134,3,40.683581,-73.983831,27:17.2
108,12579,49366,Entire home/apt,Brooklyn,Clinton Hill,10,5,3,2,2,380,3,40.684782,-73.966745,56:31.9
109,12595,49518,Private room,Manhattan,Hell's Kitchen,81,5,6,1,1,222,2,40.756101,-73.996303,16:35.2
110,12622,49623,Private room,Manhattan,East Village,16,5,2,1,1,69,11,40.722214,-73.98366,40:05.9
111,12639,48143,Entire home/apt,Manhattan,Murray Hill,0,,2,1,1,295,7,40.747817,-73.976222,09:45.2
112,12902,49163,Private room,Brooklyn,Williamsburg,20,5,2,1,1,205,3,40.713927,-73.939808,43:52.0
113,12937,50124,Private room,Queens,Long Island City,77,5,4,1,1,175,3,40.747708,-73.947395,41:12.2
114,12940,50148,Entire home/apt,Brooklyn,Bedford-Stuyvesant,26,4,4,1,1,175,4,40.681112,-73.955911,58:25.2
115,13076,50912,Private room,Brooklyn,Prospect Heights,7,4.5,1,1,1,88,1,40.675045,-73.964366,42:23.5
116,13082,50958,Entire home/apt,Manhattan,Chelsea,5,5,2,1,1,351,2,40.742949,-73.997707,13:50.8
117,13121,27848,Private room,Queens,Jamaica,50,4.5,4,1,1,80,2,40.67117,-73.765764,28:42.8
118,13380,52233,Entire home/apt,Brooklyn,Williamsburg,1,5,2,1,1,117,7,40.712523,-73.958105,43:54.4
119,13394,52335,Private room,Brooklyn,Fort Greene,67,4.5,2,1,1,94,3,40.691424,-73.973758,00:50.2
120,13414,52451,Private room,Brooklyn,Williamsburg,34,4.5,2,1,1.5,146,5,40.717865,-73.959077,43:54.8
121,13488,52751,Entire home/apt,Manhattan,West Village,49,4.5,3,1,1,246,15,40.73705,-74.0068,03:16.1
122,13808,54275,Private room,Brooklyn,Bedford-Stuyvesant,52,5,2,1,1,106,1,40.680426,-73.939337,17:07.7
123,13910,45324,Private room,Queens,Jamaica,3,4,2,1,1,49,3,40.671667,-73.781543,22:44.2
124,14037,55120,Entire home/apt,Manhattan,Financial District,9,5,4,1,1,269,5,40.710966,-74.00581,05:04.3
125,14074,55298,Entire home/apt,Manhattan,Chelsea,89,4,3,2,,188,21,40.739491,-73.996074,05:17.0
126,14290,56104,Entire home/apt,Brooklyn,Williamsburg,27,5,2,2,1,251,6,40.704202,-73.935597,49:56.7
127,14314,56246,Entire home/apt,Brooklyn,Greenpoint,37,5,4,1,1,175,3,40.733401,-73.951581,47:56.7
128,14322,56284,Entire home/apt,Manhattan,Kips Bay,4,5,4,1,1,211,7,40.739612,-73.980743,25:51.2
129,14368,56471,Entire home/apt,Brooklyn,Williamsburg,0,,3,2,1,140,4,40.711181,-73.957613,43:06.5
130,14374,2339,Entire home/apt,Manhattan,East Village,72,4.5,4,2,1,316,3,40.722071,-73.983963,11:47.1
131,14377,56512,Entire home/apt,Brooklyn,Williamsburg,48,5,2,1,1,187,2,40.708808,-73.959302,27:34.3
132,14415,56663,Private room,Manhattan,Chelsea,6,5,2,1,1,211,3,40.745604,-73.993994,46:22.2
133,14434,7356,Private room,Brooklyn,Bedford-Stuyvesant,42,5,2,1,,58,2,40.687757,-73.950158,25:24.6
134,14478,56944,Private room,Manhattan,Gramercy,13,5,2,1,,92,1,40.735424,-73.979913,09:04.0
135,14539,57142,Entire home/apt,Brooklyn,Flatbush,106,4.5,5,2,1,161,3,40.637891,-73.968028,14:31.2
136,14580,56944,Entire home/apt,Manhattan,Gramercy,53,4,6,2,1,151,1,40.737222,-73.981109,35:58.3
137,14694,55469,Private room,Brooklyn,Flatbush,5,5,2,1,2,170,4,40.636053,-73.960257,44:10.9
138,14699,55469,Entire home/apt,Brooklyn,Flatbush,1,3,6,3,2,450,7,40.635976,-73.960241,07:29.5
139,14708,55469,Private room,Brooklyn,Flatbush,6,5,2,1,2,158,4,40.634708,-73.960777,55:54.9
140,14779,50148,Entire home/apt,Brooklyn,Bedford-Stuyvesant,43,4,5,1,1,175,4,40.679805,-73.955833,57:19.0
141,14940,56663,Entire home/apt,Manhattan,Chelsea,22,4.5,7,2,1,520,3,40.749652,-73.999513,54:58.4
142,14983,58979,Private room,Manhattan,Chelsea,23,5,2,1,1,193,3,40.743612,-73.999459,31:13.4
143,14991,59023,Private room,Manhattan,Lower East Side,14,5,1,1,1,105,5,40.720035,-73.991041,14:26.1
144,15049,59254,Entire home/apt,Manhattan,Upper East Side,39,4,4,1,,174,5,40.772958,-73.949482,05:24.2
145,15110,3647,Entire home/apt,Queens,Elmhurst,4,4.5,3,2,1,98,5,40.732708,-73.882002,37:36.4
146,15120,59392,Entire home/apt,Brooklyn,Cobble Hill,18,4.5,4,1,1,205,2,40.686614,-73.993322,23:28.0
147,15220,59734,Private room,Manhattan,Midtown,91,4.5,2,1,1,104,3,40.752968,-73.99048,56:02.2
148,15230,59777,Entire home/apt,Brooklyn,Bedford-Stuyvesant,7,4.5,6,3,,242,1,40.686616,-73.932752,47:12.5
149,15338,32169,Private room,Brooklyn,Greenpoint,84,4,4,1,1.5,65,2,40.724011,-73.93788,48:01.3
150,15352,60185,Private room,Manhattan,Theater District,0,,2,1,1,410,2,40.761904,-73.986151,54:22.6
151,15385,60252,Private room,Brooklyn,Williamsburg,14,5,2,1,1,117,2,40.711698,-73.96407,08:44.0
152,15491,59777,Private room,Brooklyn,Bedford-Stuyvesant,4,4,2,1,,81,1,40.686846,-73.932448,11:20.3
153,15493,59777,Private room,Brooklyn,Bedford-Stuyvesant,21,4,2,1,,69,1,40.685238,-73.931434,21:58.3
154,15509,59777,Private room,Brooklyn,Bedford-Stuyvesant,13,4,2,1,,69,1,40.685384,-73.932709,48:49.3
155,15517,60810,Private room,Manhattan,Lower East Side,43,4.5,2,1,1,117,2,40.717602,-73.991785,29:41.8
156,15639,61223,Entire home/apt,Brooklyn,Bedford-Stuyvesant,2,4,2,1,1,193,1,40.680869,-73.933318,58:52.2
157,15656,61299,Entire home/apt,Brooklyn,Williamsburg,44,4.5,4,2,0,269,2,40.713606,-73.963952,22:45.5
158,15688,61414,Entire home/apt,Brooklyn,Bedford-Stuyvesant,54,4.5,5,0,1,186,4,40.683928,-73.958006,04:00.2
159,15700,61446,Entire home/apt,Manhattan,East Harlem,60,4.5,2,1,1,193,5,40.78625,-73.951161,12:09.6
160,15712,61494,Entire home/apt,Manhattan,Lower East Side,25,5,2,1,1,170,3,40.719978,-73.988811,15:00.6
161,15729,61531,Private room,Brooklyn,Red Hook,20,4,2,1,,104,1,40.676947,-74.011209,40:42.6
162,15796,61414,Entire home/apt,Brooklyn,Clinton Hill,31,4,2,0,0.5,116,3,40.682092,-73.958808,25:09.6
163,15875,61862,Private room,Queens,Astoria,49,5,3,1,1,70,1,40.76817,-73.920448,23:31.4
164,15880,62122,Entire home/apt,Brooklyn,Prospect Park,5,5,2,1,1,175,7,40.660474,-73.963606,47:49.9
165,15944,62352,Entire home/apt,Brooklyn,Prospect Heights,18,4.5,3,2,1,164,4,40.676864,-73.969681,04:05.1
166,15962,62407,Entire home/apt,Manhattan,Lower East Side,51,4.5,2,1,1,152,3,40.722156,-73.986347,44:07.3
167,16089,656594,Entire home/apt,Manhattan,Upper East Side,99,4.5,4,1,1,116,1,40.769407,-73.950498,25:25.8
168,16111,62868,Entire home/apt,Manhattan,Lower East Side,12,5,2,1,1,194,4,40.718925,-73.990283,12:10.3
169,16177,63043,Private room,Brooklyn,Greenpoint,64,4.5,2,1,1,76,5,40.720407,-73.947053,06:55.6
170,16284,63394,Entire home/apt,Manhattan,Chelsea,50,4.5,3,1,2,221,4,40.743969,-73.998495,24:57.1
171,16326,63588,Entire home/apt,Brooklyn,Prospect Heights,60,5,8,4,2,408,5,40.678105,-73.964284,50:45.3
172,16338,63613,Private room,Brooklyn,Fort Greene,10,4.5,2,1,1,70,4,40.68985,-73.969478,50:09.4
173,16397,63853,Entire home/apt,Brooklyn,Greenpoint,8,5,3,1,1,146,3,40.734084,-73.951632,09:36.8
174,16406,63696,Entire home/apt,Brooklyn,Brooklyn Heights,15,5,3,2,1,257,4,40.695312,-73.993927,52:55.6
175,16421,63924,Private room,Manhattan,Hell's Kitchen,124,4.5,2,1,1,117,4,40.759786,-73.991193,06:59.7
176,16422,63945,Private room,Brooklyn,Flatbush,19,5,1,1,1,99,1,40.654234,-73.959209,12:07.7
177,16486,64164,Entire home/apt,Manhattan,Lower East Side,56,4.5,4,1,1,205,5,40.721275,-73.986718,44:31.0
178,16580,64442,Private room,Manhattan,East Village,38,4.5,2,1,2,116,1,40.726488,-73.979035,41:00.0
179,16583,39527,Entire home/apt,Manhattan,Little Italy,25,4.5,3,1,1,181,3,40.719054,-73.996954,55:34.0
180,16595,64522,Entire home/apt,Brooklyn,Williamsburg,59,4.5,4,1,1,287,5,40.70933,-73.967918,54:56.8
181,16737,65059,Private room,Manhattan,East Village,150,4.5,2,1,,140,1,40.724754,-73.982409,20:13.2
182,16794,65197,Entire home/apt,Manhattan,West Village,10,4.5,3,1,1,233,1,40.738116,-73.999777,15:06.6
183,16821,4396,Private room,Manhattan,East Village,16,4.5,1,1,1,92,3,40.722982,-73.984736,30:25.2
184,16928,65676,Entire home/apt,Manhattan,Lower East Side,27,4.5,2,1,1,175,7,40.721684,-73.993426,43:20.4
185,16971,65823,Entire home/apt,Brooklyn,Sunset Park,23,5,2,1,1.5,228,5,40.659132,-73.992736,22:07.4
186,16974,65837,Entire home/apt,Manhattan,East Harlem,70,5,8,4,2,263,4,40.801642,-73.939221,40:33.1
187,16990,59777,Private room,Brooklyn,Bedford-Stuyvesant,5,4.5,2,1,,69,1,40.684932,-73.931661,05:24.1
188,17007,39955,Entire home/apt,Manhattan,Midtown,123,5,2,1,1,263,5,40.750365,-73.96971,30:08.3
189,17037,66035,Entire home/apt,Manhattan,East Village,30,5,2,1,1,234,7,40.720705,-73.978479,03:43.2
190,17052,66087,Entire home/apt,Brooklyn,Bay Ridge,43,4.5,4,1,1,116,3,40.635015,-74.034265,25:04.5
191,17092,66243,Private room,Manhattan,Hell's Kitchen,0,,1,1,1,117,5,40.763419,-73.988654,41:02.9
192,17122,66346,Private room,Manhattan,Upper West Side,91,4.5,2,1,1,100,4,40.795007,-73.963289,06:37.8
193,17135,66397,Entire home/apt,Brooklyn,Greenpoint,13,4.5,2,1,1,147,1,40.722661,-73.949066,12:17.4
194,17226,4267,Entire home/apt,Manhattan,Upper West Side,21,4.5,4,2,1,187,2,40.787955,-73.976837,14:10.6
195,17240,59777,Private room,Brooklyn,Bedford-Stuyvesant,20,4,2,1,,81,2,40.685112,-73.932396,33:25.7
196,17296,67105,Entire home/apt,Manhattan,Battery Park City,20,5,4,1,1,374,5,40.709446,-74.016649,20:16.1
197,17297,67105,Entire home/apt,Brooklyn,Bedford-Stuyvesant,22,4,12,3,1,257,5,40.68134,-73.936367,26:27.5
198,17298,67105,Entire home/apt,Brooklyn,Bedford-Stuyvesant,16,4.5,6,3,1,234,5,40.682906,-73.936638,31:38.9
199,17299,67105,Entire home/apt,Brooklyn,Bedford-Stuyvesant,18,4,8,3,1,234,5,40.68276,-73.935026,36:57.7
200,17535,55021,Private room,Manhattan,Chinatown,34,5,2,1,1,140,2,40.716627,-73.993329,52:15.2
201,17758,57142,Private room,Brooklyn,Flatbush,81,5,2,1,1,115,3,40.640718,-73.966283,05:32.0
202,18127,69829,Entire home/apt,Manhattan,East Village,13,5,2,1,1,199,5,40.72828,-73.988012,34:35.8
203,18152,69942,Private room,Manhattan,Upper East Side,72,4.5,2,1,1,100,1,40.769689,-73.951185,38:13.9
204,18169,39527,Entire home/apt,Manhattan,Little Italy,11,4.5,3,1,1,182,3,40.718903,-73.997662,00:03.2
205,18198,70091,Private room,Queens,Woodside,20,5,2,1,1,82,10,40.749501,-73.905353,53:06.8
206,18590,71512,Private room,Brooklyn,Fort Greene,64,5,2,1,2.5,99,3,40.693593,-73.971514,35:22.3
207,18710,71778,Private room,Manhattan,East Village,12,4.5,2,1,1,164,3,40.728379,-73.987601,53:11.0
208,18728,71876,Private room,Manhattan,Chelsea,78,5,3,1,2.5,140,1,40.742463,-74.001964,23:07.7
209,18749,70249,Entire home/apt,Manhattan,Inwood,0,,2,0,1,64,1,40.864525,-73.929382,07:45.3
210,18764,72014,Entire home/apt,Brooklyn,Williamsburg,40,4.5,4,2,1,146,3,40.71154,-73.96112,29:37.5
211,19059,72808,Entire home/apt,Brooklyn,Coney Island,61,4.5,4,1,1,129,3,40.575279,-73.986722,50:22.2
212,19169,73128,Entire home/apt,Manhattan,Lower East Side,37,4.5,4,2,1,310,1,40.718512,-73.988923,02:18.8
213,19319,44263,Private room,Manhattan,Chinatown,63,5,2,1,1,151,3,40.714713,-73.990704,12:50.0
214,19420,71776,Entire home/apt,Manhattan,Hell's Kitchen,27,4.5,4,2,1.5,567,3,40.756632,-73.998997,39:05.0
215,19601,74303,Entire home/apt,Brooklyn,Brooklyn Heights,13,4.5,6,3,3.5,702,1,40.69723,-73.992685,26:30.0
216,20299,62407,Private room,Manhattan,East Village,86,4.5,1,1,0,81,3,40.723342,-73.984403,22:48.1
217,20611,72014,Private room,Brooklyn,Williamsburg,68,4.5,2,1,1,94,3,40.711558,-73.962178,11:52.6
218,20717,78353,Private room,Brooklyn,Prospect Heights,2,4.5,3,1,1,100,3,40.67832,-73.972434,02:08.0
219,20755,51038,Private room,Brooklyn,Clinton Hill,5,4.5,2,1,1,138,4,40.686343,-73.965996,37:29.7
220,20793,42756,Entire home/apt,Brooklyn,Williamsburg,165,4.5,3,1,1,179,1,40.710545,-73.9621,47:04.9
221,20913,79402,Entire home/apt,Brooklyn,Williamsburg,102,4.5,3,1,1,129,1,40.709843,-73.95775,09:56.1
222,21218,42756,Entire home/apt,Brooklyn,Williamsburg,202,5,2,1,1,150,1,40.710529,-73.960866,06:49.8
223,21220,42756,Entire home/apt,Brooklyn,Williamsburg,150,5,4,1,1,245,1,40.71012,-73.961302,17:28.8
224,21530,82260,Entire home/apt,Manhattan,Greenwich Village,66,3.5,5,1,1,234,3,40.728403,-74.002313,14:35.6
225,21644,82685,Private room,Manhattan,Harlem,0,,1,1,1,104,1,40.828028,-73.947308,58:54.8
226,21677,82796,Private room,Manhattan,East Village,38,4.5,1,1,1,146,5,40.726356,-73.983601,50:20.6
227,21794,83257,Private room,Manhattan,Chelsea,1,,2,1,1,164,1,40.740085,-74.002706,52:59.3
228,21968,84080,Private room,Manhattan,Harlem,72,4.5,7,1,1,76,1,40.807929,-73.952151,39:52.8
229,22450,84080,Shared room,Manhattan,Harlem,61,4.5,7,1,1,94,1,40.806686,-73.952025,14:58.6
230,22562,86790,Entire home/apt,Manhattan,Chinatown,64,4.5,2,1,1,175,3,40.718457,-73.995383,53:06.1
231,22911,87773,Entire home/apt,Brooklyn,Bedford-Stuyvesant,108,4.5,6,1,1,111,3,40.684131,-73.923572,52:36.5
232,22983,7345,Entire home/apt,Manhattan,Lower East Side,0,,6,2,1,351,3,40.719385,-73.991015,55:54.7
