listing_id,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
12011,2247803,11333699,Entire home/apt,Brooklyn,Crown Heights,22,4.5,3,1,1,146,1,40.671125,-73.945362,32:12.8
12012,2247822,11479731,Entire home/apt,Manhattan,Chelsea,14,4.5,2,0,1,158,1,40.749578,-73.999752,09:33.4
12013,2247863,11479970,Entire home/apt,Manhattan,Upper West Side,0,,6,4,3,4093,1,40.797264,-73.97031,39:59.3
12014,2248069,2024924,Private room,Brooklyn,Park Slope,11,4,1,1,1,94,2,40.672324,-73.978787,22:43.6
12015,2248138,11481108,Private room,Brooklyn,Bedford-Stuyvesant,26,4.5,2,1,1,76,3,40.686076,-73.916592,10:26.2
12016,2248204,2257858,Shared room,Queens,Bayside,0,,1,1,1,233,1,40.763659,-73.786727,06:09.0
12017,2248289,11482058,Entire home/apt,Manhattan,Stuyvesant Town,0,,4,2,1,2339,1,40.734052,-73.977862,20:36.6
12018,2248323,714304,Entire home/apt,Bronx,Spuyten Duyvil,4,5,4,1,1,116,1,40.882436,-73.916888,11:49.0
12019,2248368,1819355,Private room,Queens,Rego Park,17,5,3,1,1,76,1,40.725955,-73.857959,04:09.7
12020,2248379,11482532,Entire home/apt,Manhattan,Harlem,0,,4,2,1,205,1,40.826188,-73.950335,57:46.5
12021,2248474,5782868,Entire home/apt,Brooklyn,Sunset Park,6,4.5,3,1,1,164,2,40.662604,-73.994097,14:26.8
12022,2248520,11483390,Entire home/apt,Manhattan,East Village,0,,2,0,1,351,1,40.725439,-73.991547,04:45.0
12023,2248580,11483903,Entire home/apt,Manhattan,Greenwich Village,0,,4,1,1,1170,1,40.734112,-73.997234,16:36.2
12024,2248664,1908666,Private room,Brooklyn,Williamsburg,10,5,2,1,1,117,5,40.712976,-73.953214,20:34.1
12025,2248797,6883300,Entire home/apt,Manhattan,East Village,0,,6,3,1,468,1,40.722527,-73.9836,00:52.1
12026,2248837,1444714,Entire home/apt,Brooklyn,Fort Greene,9,5,4,0,1,292,2,40.695437,-73.981741,22:51.3
12027,2248956,11485962,Entire home/apt,Manhattan,Upper West Side,0,,2,0,1,176,5,40.77716,-73.987495,15:45.8
12028,2249059,11486606,Entire home/apt,Manhattan,Inwood,0,,5,2,1,234,1,40.861885,-73.925709,30:35.0
12029,2249103,11485962,Entire home/apt,Manhattan,Hell's Kitchen,0,,2,0,1,234,3,40.765395,-73.992082,14:54.1
12030,2249353,11488122,Private room,Manhattan,Murray Hill,8,4.5,1,1,1,117,1,40.748981,-73.978777,41:59.8
12031,2249410,431419,Entire home/apt,Brooklyn,Bedford-Stuyvesant,0,,2,0,1,263,1,40.693585,-73.957141,30:39.6
12032,2249464,4358264,Entire home/apt,Brooklyn,Prospect-Lefferts Gardens,12,4.5,2,0,1,106,2,40.660936,-73.94737,55:16.1
12033,2249515,11488974,Entire home/apt,Manhattan,Gramercy,0,,6,3,2,585,3,40.733221,-73.98673,38:07.6
12034,2249563,9752848,Entire home/apt,Manhattan,Upper West Side,0,,6,2,2,184,15,40.788138,-73.969992,50:29.8
12035,2249568,11489186,Entire home/apt,Manhattan,Hell's Kitchen,0,,8,2,1,1170,1,40.757933,-73.990367,15:24.1
12036,2249672,9530846,Entire home/apt,Brooklyn,Bushwick,10,4.5,2,1,1,98,5,40.693847,-73.924922,00:37.7
12037,2249878,470870,Entire home/apt,Manhattan,Central Park,0,,2,0,1,439,1,40.785341,-73.969061,54:27.0
12038,2249928,2675913,Entire home/apt,Manhattan,Upper West Side,0,,5,3,2,1170,1,40.785738,-73.9764,00:39.7
12039,2250079,11491977,Entire home/apt,Manhattan,Upper West Side,0,,3,1,1,585,3,40.784039,-73.974274,10:21.7
12040,2250112,6388221,Entire home/apt,Manhattan,Hell's Kitchen,5,5,4,1,1,322,2,40.755479,-73.993846,57:32.6
12041,2250170,11492501,Entire home/apt,Manhattan,Stuyvesant Town,0,,3,3,1,1754,1,40.732052,-73.980938,53:13.5
12042,2250284,10576263,Private room,Manhattan,SoHo,2,5,2,1,1,95,3,40.725039,-73.996935,42:39.1
12043,2250329,575440,Entire home/apt,Manhattan,West Village,0,,8,4,2,2339,1,40.733273,-74.006979,39:36.5
12044,2250372,11490872,Entire home/apt,Manhattan,Kips Bay,0,,8,3,2.5,2281,2,40.744221,-73.978216,16:42.0
12045,2250464,11494286,Entire home/apt,Manhattan,Greenwich Village,22,4,6,2,1,263,2,40.727735,-74.00013,57:53.7
12046,2250527,3594460,Private room,Manhattan,East Village,1,4.5,2,1,1,175,5,40.727607,-73.98744,39:07.1
12047,2250606,11495231,Entire home/apt,Manhattan,East Village,0,,6,2,1,468,1,40.729543,-73.981523,25:16.6
12048,2250621,11488877,Entire home/apt,Manhattan,Upper East Side,6,4.5,2,1,1,181,1,40.777018,-73.942585,42:26.7
12049,2250645,11495153,Entire home/apt,Manhattan,West Village,27,4.5,2,1,1,209,2,40.72948,-74.006279,49:22.8
12050,2250790,11494661,Private room,Manhattan,Upper West Side,0,,1,1,1,99,10,40.798338,-73.967999,12:25.5
12051,2252990,11506263,Entire home/apt,Manhattan,Kips Bay,0,,8,4,3.5,936,1,40.743825,-73.981291,12:08.3
12052,2253080,7396309,Private room,Manhattan,Kips Bay,0,,2,1,1,175,1,40.742414,-73.981789,04:06.4
12053,2253116,11489007,Entire home/apt,Brooklyn,Crown Heights,10,4.5,4,1,1,158,1,40.672118,-73.947409,02:32.3
12054,2253397,11508018,Entire home/apt,Manhattan,Upper East Side,0,,2,1,1,585,3,40.782897,-73.947208,18:24.5
12055,2253399,11507998,Entire home/apt,Manhattan,West Village,0,,4,2,1,462,1,40.73266,-74.002366,28:47.9
12056,2253451,11508175,Private room,Brooklyn,Kensington,0,,4,1,1,175,1,40.646133,-73.975447,53:45.2
12057,2253500,11473727,Entire home/apt,Manhattan,Tribeca,1,5,4,1,1,439,1,40.719595,-74.005713,03:10.6
12058,2253577,3479288,Entire home/apt,Manhattan,East Village,0,,2,1,1,140,3,40.72588,-73.981365,52:41.7
12059,2253826,11344928,Entire home/apt,Brooklyn,Brooklyn Heights,0,,2,0,1,211,1,40.695088,-73.993904,19:36.6
12060,2253907,11510234,Entire home/apt,Manhattan,Kips Bay,0,,6,3,2,1140,1,40.743339,-73.979313,07:33.9
12061,2253916,11510610,Entire home/apt,Manhattan,Kips Bay,0,,5,2,1,468,1,40.744579,-73.978596,55:48.3
12062,2253949,10036249,Entire home/apt,Manhattan,West Village,2,4.5,4,1,1,292,1,40.733406,-74.007913,42:42.7
12063,2254106,370319,Private room,Brooklyn,Greenpoint,0,,2,1,1,99,1,40.729821,-73.950692,14:59.1
12064,2254269,616392,Entire home/apt,Manhattan,West Village,0,,3,1,1,877,1,40.734944,-74.002289,08:03.9
12065,2254412,11474678,Entire home/apt,Manhattan,West Village,0,,4,1,1,877,1,40.738357,-73.999875,30:09.7
12066,2254428,11512676,Private room,Brooklyn,Bedford-Stuyvesant,2,4,1,1,1,88,1,40.688347,-73.955685,55:52.6
12067,2254505,4032787,Entire home/apt,Manhattan,East Village,0,,6,2,2,759,3,40.732958,-73.989988,31:10.8
12068,2254535,11513275,Entire home/apt,Manhattan,Battery Park City,0,,2,0,1,585,1,40.708948,-74.015685,56:17.3
12069,2254545,5617582,Entire home/apt,Brooklyn,Clinton Hill,0,,3,2,1,117,6,40.68364,-73.959444,45:22.8
12070,2254573,2148920,Private room,Brooklyn,Bushwick,1,4,2,1,1,100,5,40.690799,-73.921883,02:41.2
12071,2254579,11513446,Entire home/apt,Manhattan,West Village,0,,2,0,1,205,1,40.734469,-74.005138,31:28.2
12072,2254582,3672774,Entire home/apt,Brooklyn,Clinton Hill,4,5,4,2,1.5,269,2,40.68255,-73.961237,46:53.3
12073,2254702,11514032,Entire home/apt,Manhattan,Hell's Kitchen,0,,6,3,2,1462,1,40.76594,-73.99112,25:35.2
12074,2254731,11513199,Entire home/apt,Manhattan,West Village,0,,4,3,1,2924,1,40.740916,-74.005687,53:54.3
12075,2254760,2496990,Entire home/apt,Manhattan,Hell's Kitchen,8,5,2,1,1,292,2,40.764845,-73.989894,26:02.9
12076,2254790,10576263,Entire home/apt,Manhattan,SoHo,13,4.5,2,2,1,6052,30,40.720297,-74.000978,51:24.4
12077,2255139,4239184,Private room,Brooklyn,Williamsburg,0,,2,1,2,181,1,40.715218,-73.964244,57:34.1
12078,2255148,11516219,Entire home/apt,Manhattan,West Village,0,,2,0,1,585,1,40.733663,-73.99977,42:57.4
12079,2255211,10836508,Entire home/apt,Manhattan,Hell's Kitchen,20,4.5,5,2,2,281,2,40.762448,-73.989991,08:15.8
12080,2255501,11297009,Private room,Manhattan,Financial District,1,5,2,1,1,140,1,40.707466,-74.006305,04:31.3
12081,2255539,26599,Entire home/apt,Manhattan,Chelsea,0,,2,1,1.5,351,1,40.738842,-73.9965,21:03.8
12082,2255578,4244355,Entire home/apt,Manhattan,Chelsea,5,5,2,0,1,526,2,40.74201,-74.004653,31:13.2
12083,2255621,11518846,Entire home/apt,Manhattan,Gramercy,0,,8,4,2,1403,1,40.733542,-73.985939,33:04.8
12084,2255719,11519021,Entire home/apt,Manhattan,Upper East Side,0,,6,2,2,585,1,40.762432,-73.960512,49:31.6
12085,2255852,11019603,Private room,Brooklyn,Bushwick,1,,3,1,1,59,1,40.694733,-73.905458,58:18.6
12086,2256083,11346729,Entire home/apt,Manhattan,Kips Bay,0,,10,4,2,1228,1,40.741954,-73.980561,56:30.1
12087,2256268,4987820,Entire home/apt,Manhattan,Upper West Side,0,,4,1,1,1754,1,40.779762,-73.982682,59:27.3
12088,2256304,8613342,Private room,Manhattan,Murray Hill,0,,2,1,1.5,380,1,40.745981,-73.977955,04:39.4
12089,2256348,11522631,Entire home/apt,Manhattan,East Village,0,,4,0,1,585,1,40.732231,-73.989869,39:37.9
12090,2256415,11522880,Entire home/apt,Brooklyn,Sunset Park,11,3.5,4,2,1,94,3,40.650258,-74.002002,39:33.3
12091,2256519,11523254,Entire home/apt,Manhattan,Chelsea,0,,3,1,1,877,2,40.743445,-73.998256,32:12.1
12092,2256586,11523737,Entire home/apt,Manhattan,Upper East Side,0,,4,2,1,1170,1,40.782429,-73.952224,11:00.8
12093,2256691,575440,Entire home/apt,Manhattan,West Village,0,,12,4,2,2339,1,40.733862,-74.005518,17:38.8
12094,2256711,575440,Entire home/apt,Manhattan,West Village,0,,4,4,2,2339,1,40.734589,-74.004907,00:22.5
12095,2256720,11524542,Private room,Manhattan,Upper West Side,0,,1,1,1,58,14,40.797075,-73.973283,51:52.2
12096,2256729,575440,Entire home/apt,Manhattan,West Village,0,,10,4,2,2339,1,40.732483,-74.005822,40:04.2
12097,2256766,575440,Entire home/apt,Manhattan,West Village,0,,6,4,2,2339,1,40.732619,-74.005583,47:56.8
12098,2256880,11525399,Private room,Queens,Astoria,4,4.5,2,1,1,106,2,40.768235,-73.928932,18:07.5
12099,2256927,1460725,Private room,Brooklyn,Williamsburg,7,3,2,1,1,64,1,40.714565,-73.95337,39:36.8
12100,2256961,11526081,Entire home/apt,Manhattan,Hell's Kitchen,8,5,10,4,3.5,1140,2,40.762063,-73.989,30:39.4
12101,2256979,11526231,Entire home/apt,Manhattan,Midtown,0,,3,1,1,643,2,40.757504,-73.961904,07:47.3
12102,2257008,11526419,Shared room,Manhattan,Central Park,0,,2,1,1,175,1,40.79959,-73.956148,35:57.8
12103,2257024,11526589,Entire home/apt,Manhattan,Financial District,0,,4,1,1,205,1,40.70521,-74.008452,58:16.7
12104,2257064,11526701,Private room,Brooklyn,Williamsburg,1,5,2,1,1,88,1,40.713569,-73.96279,26:19.2
12105,2257074,11527012,Entire home/apt,Manhattan,Hell's Kitchen,3,2.5,3,0,1,310,2,40.764222,-73.990275,15:20.0
12106,2257080,3312524,Entire home/apt,Manhattan,Hell's Kitchen,0,,2,1,1,409,1,40.753611,-73.995012,45:04.9
12107,2257190,10218861,Entire home/apt,Manhattan,Chelsea,1,5,4,2,1,585,1,40.740625,-74.000668,12:54.2
12108,2257317,11491762,Entire home/apt,Manhattan,Harlem,0,,4,2,1,117,1,40.823989,-73.949897,10:26.2
12109,2257368,11529008,Entire home/apt,Manhattan,Stuyvesant Town,0,,4,2,1,1023,1,40.731314,-73.975354,21:14.3
12110,2258664,2767523,Private room,Brooklyn,Crown Heights,0,,2,1,1.5,59,5,40.674974,-73.949002,39:23.0
12111,2258807,11535692,Entire home/apt,Brooklyn,Williamsburg,0,,3,1,1,292,1,40.72025,-73.963241,13:24.7
12112,2258911,11536153,Private room,Manhattan,Harlem,2,4.5,2,1,1,94,1,40.805576,-73.957247,53:48.5
12113,2259149,5345975,Entire home/apt,Manhattan,Gramercy,0,,3,2,1,351,1,40.734259,-73.980896,25:11.8
12114,2259331,11538076,Entire home/apt,Manhattan,Financial District,0,,4,0,1,497,2,40.704323,-74.015508,12:51.0
12115,2259344,11538132,Entire home/apt,Manhattan,Hell's Kitchen,0,,3,0,1,936,1,40.754457,-73.998553,21:46.9
12116,2259459,11538612,Entire home/apt,Bronx,Kingsbridge,7,4,4,2,1,175,3,40.871809,-73.905076,24:23.2
12117,2259483,11538802,Entire home/apt,Manhattan,Stuyvesant Town,11,4.5,4,1,1,175,2,40.729503,-73.97535,20:14.4
12118,2259523,11538356,Private room,Manhattan,Washington Heights,0,,2,1,1,88,1,40.842472,-73.940782,40:01.8
12119,2259576,3634134,Entire home/apt,Manhattan,Tribeca,0,,2,1,1,936,1,40.716981,-74.011499,18:16.6
12120,2259635,11539358,Entire home/apt,Manhattan,Theater District,0,,2,2,2,1170,1,40.762729,-73.98541,21:22.1
12121,2259726,3903077,Entire home/apt,Manhattan,Hell's Kitchen,0,,6,1,1,2339,1,40.757644,-73.993201,15:21.4
12122,2259813,11540028,Entire home/apt,Manhattan,Chelsea,0,,5,2,1,1170,3,40.749987,-73.996869,40:12.7
12123,2260038,11540949,Entire home/apt,Manhattan,Midtown,0,,10,4,2,2339,1,40.760311,-73.966686,55:05.9
12124,2260042,11503864,Shared room,Queens,Astoria,0,,4,1,1,76,1,40.764268,-73.915621,16:06.7
12125,2260203,11541855,Private room,Manhattan,Murray Hill,0,,2,1,1,117,1,40.747736,-73.977229,54:17.3
12126,2260215,11541909,Entire home/apt,Manhattan,Kips Bay,0,,6,3,2,4691,1,40.7437,-73.980016,51:09.0
12127,2260239,4600209,Private room,Manhattan,Lower East Side,18,4.5,1,1,1,104,20,40.717871,-73.983654,20:34.8
12128,2260274,11542120,Private room,Manhattan,Greenwich Village,0,,2,1,1,1462,1,40.735319,-73.994727,12:53.9
12129,2260330,7536103,Private room,Brooklyn,Windsor Terrace,0,,1,1,1,88,1,40.658781,-73.982741,02:59.8
12130,2260342,2694830,Entire home/apt,Manhattan,Upper West Side,0,,5,2,1.5,702,1,40.792623,-73.96988,07:55.6
12131,2260416,11542798,Entire home/apt,Manhattan,Chelsea,0,,5,2,2,585,1,40.749325,-74.00207,21:04.2
12132,2260530,1304705,Private room,Brooklyn,Clinton Hill,9,4.5,2,1,1.5,129,3,40.693309,-73.965336,12:58.5
12133,2260540,11542535,Entire home/apt,Manhattan,Midtown,0,,2,1,1,643,1,40.742957,-73.98431,03:11.1
12134,2260565,2307228,Entire home/apt,Manhattan,East Village,0,,6,3,1,1170,1,40.731325,-73.986342,18:55.1
12135,2260572,7809749,Entire home/apt,Manhattan,Flatiron District,0,,4,1,1,292,3,40.740567,-73.984421,56:02.3
12136,2260659,7787979,Entire home/apt,Brooklyn,Bedford-Stuyvesant,0,,6,2,1,1170,1,40.684891,-73.948448,21:23.5
12137,2260691,11544046,Entire home/apt,Manhattan,Stuyvesant Town,0,,10,3,2,1403,1,40.735428,-73.97616,56:51.6
12138,2260914,10821148,Entire home/apt,Manhattan,Harlem,0,,6,3,1,351,1,40.829897,-73.951074,15:45.3
12139,2261009,1524495,Private room,Brooklyn,Williamsburg,0,,2,1,1.5,158,1,40.708267,-73.945055,28:44.3
12140,2261014,1898358,Private room,Brooklyn,Bedford-Stuyvesant,30,4.5,2,1,1,76,2,40.685641,-73.933077,54:49.9
12141,2261018,9389685,Entire home/apt,Manhattan,Murray Hill,0,,2,0,1,292,1,40.746096,-73.976276,15:29.3
12142,2261098,11546043,Private room,Brooklyn,Prospect-Lefferts Gardens,4,4.5,2,1,1,111,2,40.656061,-73.959069,03:06.4
12143,2261215,2646304,Private room,Brooklyn,Bushwick,16,4.5,2,1,1,64,2,40.700835,-73.924949,54:02.6
12144,2261407,935727,Private room,Brooklyn,Bushwick,4,5,2,1,1,82,1,40.704495,-73.926375,41:28.3
12145,2261413,11547684,Entire home/apt,Manhattan,NoHo,0,,8,3,3,2246,1,40.725797,-73.995747,10:42.3
12146,2261576,1130548,Entire home/apt,Brooklyn,Cobble Hill,3,4.5,2,1,1,187,4,40.686768,-73.998645,05:30.3
12147,2261634,11548892,Entire home/apt,Manhattan,Civic Center,0,,3,1,1,205,1,40.715365,-74.003991,08:00.4
12148,2261693,11549174,Entire home/apt,Manhattan,Upper East Side,0,,6,3,1,1170,1,40.780776,-73.951104,08:53.5
12149,2261969,11550561,Entire home/apt,Brooklyn,Gowanus,0,,6,3,2,1520,1,40.677689,-73.983065,45:59.3
12150,2262148,9361120,Entire home/apt,Manhattan,Flatiron District,0,,3,1,1,526,1,40.742405,-73.989645,17:58.1
12151,2262324,11541574,Entire home/apt,Manhattan,Tribeca,0,,8,5,2,3509,1,40.71594,-74.004801,23:24.9
12152,2262520,7846216,Private room,Manhattan,East Village,1,5,1,1,1.5,164,1,40.726489,-73.979014,56:08.5
12153,2262559,2152164,Entire home/apt,Manhattan,West Village,0,,3,1,1,407,1,40.739053,-74.004799,39:54.0
12154,2262566,4134248,Entire home/apt,Manhattan,Financial District,0,,2,0,1,877,1,40.70747,-74.013924,13:38.7
12155,2262627,11553899,Private room,Brooklyn,Williamsburg,2,4.5,2,1,1,113,1,40.706635,-73.953388,31:29.5
12156,2262648,5546149,Entire home/apt,Manhattan,East Village,0,,2,1,1,263,1,40.726437,-73.988421,18:36.4
12157,2262674,11554193,Entire home/apt,Manhattan,Lower East Side,5,4,2,0,1,193,3,40.72057,-73.987329,32:42.8
12158,2262848,11211780,Entire home/apt,Manhattan,Murray Hill,0,,2,1,1,140,1,40.746995,-73.976858,25:18.7
12159,2262868,11163915,Entire home/apt,Manhattan,Upper West Side,1,5,3,1,1,146,21,40.79432,-73.972693,13:49.1
12160,2262934,11555627,Entire home/apt,Manhattan,Upper West Side,25,4.5,6,1,1,287,1,40.793827,-73.969293,55:48.1
12161,2263046,11556403,Entire home/apt,Manhattan,Gramercy,18,4.5,2,0,1,228,1,40.734164,-73.982886,38:51.9
12162,2263108,7272868,Entire home/apt,Manhattan,Hell's Kitchen,40,4.5,4,1,1,257,1,40.757894,-73.994409,45:25.9
12163,2263207,4025005,Entire home/apt,Manhattan,Financial District,0,,4,1,1,4093,1,40.709681,-74.00659,21:44.4
12164,2263248,11557572,Entire home/apt,Manhattan,Kips Bay,0,,4,1,1,525,1,40.74438,-73.97965,40:58.1
12165,2263265,9989761,Private room,Manhattan,Harlem,13,4.5,2,1,1,94,1,40.801194,-73.952954,03:24.3
12166,2263325,11558234,Entire home/apt,Brooklyn,Williamsburg,0,,3,1,1,292,1,40.716109,-73.947857,29:48.2
12167,2263576,11559951,Private room,Manhattan,Upper East Side,0,,2,1,1,94,1,40.780104,-73.952772,05:08.0
12168,2263601,879937,Entire home/apt,Queens,Astoria,1,,2,1,1,140,4,40.759006,-73.915208,08:33.5
12169,2263756,10830347,Entire home/apt,Manhattan,Inwood,6,5,2,0,1,99,3,40.861099,-73.935025,20:10.8
12170,2265331,11568615,Entire home/apt,Manhattan,Midtown,0,,4,2,1,386,3,40.750375,-73.97114,32:30.5
12171,2265723,1524939,Entire home/apt,Manhattan,Upper West Side,7,4.5,4,1,1,455,3,40.79237,-73.968654,33:16.3
12172,2265753,4701425,Entire home/apt,Manhattan,Upper West Side,0,,6,2,1,1754,3,40.791888,-73.973122,11:17.0
12173,2265778,11567532,Entire home/apt,Manhattan,West Village,0,,2,0,1,760,1,40.738415,-74.00195,16:07.3
12174,2265819,11570607,Entire home/apt,Manhattan,Financial District,0,,5,3,1,1053,1,40.706373,-74.00667,35:57.9
12175,2265827,11570627,Private room,Brooklyn,Williamsburg,3,4.5,2,1,1,106,2,40.708566,-73.953387,13:33.3
12176,2265837,2446371,Entire home/apt,Manhattan,East Village,0,,4,2,1,2052,1,40.726884,-73.988798,03:45.0
12177,2265875,11570738,Entire home/apt,Manhattan,Civic Center,0,,2,1,1,292,1,40.716802,-74.002954,38:50.6
12178,2265990,11571361,Entire home/apt,Manhattan,Murray Hill,0,,2,0,1,205,1,40.749576,-73.9786,28:15.4
12179,2266010,11571360,Entire home/apt,Manhattan,Midtown,0,,6,2,1,2339,1,40.756631,-73.968504,17:00.7
12180,2266098,13670664,Private room,Manhattan,Hell's Kitchen,1,5,2,1,1,141,3,40.767547,-73.986432,27:44.0
12181,2266145,11572032,Private room,Manhattan,Financial District,0,,2,1,1,122,1,40.708288,-74.005606,49:22.9
12182,2266151,10692442,Entire home/apt,Manhattan,Kips Bay,0,,2,1,1,292,1,40.742185,-73.978425,18:45.2
12183,2266473,11573459,Entire home/apt,Brooklyn,Carroll Gardens,2,5,3,0,1,234,1,40.67461,-73.998456,01:57.6
12184,2266536,11573657,Entire home/apt,Brooklyn,Bedford-Stuyvesant,0,,8,4,2,936,1,40.684892,-73.958896,26:51.8
12185,2266627,575073,Entire home/apt,Manhattan,Chelsea,0,,6,4,2,1170,3,40.744937,-73.992494,24:50.4
12186,2266652,11574191,Entire home/apt,Manhattan,East Village,0,,4,2,1,819,1,40.730975,-73.98303,24:58.1
12187,2266896,11575201,Entire home/apt,Brooklyn,Fort Greene,0,,2,2,1,175,1,40.686235,-73.969089,25:01.9
12188,2267008,2817864,Entire home/apt,Manhattan,East Village,0,,6,1,1,585,3,40.72305,-73.982622,59:08.3
12189,2267124,11576395,Entire home/apt,Manhattan,Hell's Kitchen,0,,2,2,1,586,1,40.759526,-73.989793,36:55.0
12190,2267177,11576459,Private room,Brooklyn,Sunset Park,39,4.5,3,1,1,58,1,40.654999,-74.006756,29:10.5
12191,2267203,11576858,Private room,Brooklyn,Bedford-Stuyvesant,0,,2,1,1,123,1,40.681793,-73.954685,40:39.2
12192,2267207,11576851,Private room,Manhattan,Upper West Side,1,3,1,1,1,82,7,40.800684,-73.963751,01:23.4
12193,2267284,11577223,Private room,Manhattan,Hell's Kitchen,0,,2,1,1,234,1,40.763461,-73.990818,44:45.8
12194,2267317,11577594,Private room,Manhattan,Theater District,7,4.5,2,1,1,187,5,40.76113,-73.985975,32:10.8
12195,2267400,11577770,Entire home/apt,Manhattan,East Village,0,,8,3,2,1754,2,40.726447,-73.991277,49:16.2
12196,2267476,11578306,Entire home/apt,Manhattan,Tribeca,0,,4,2,2,760,1,40.723061,-74.01146,14:15.9
12197,2267508,11578428,Entire home/apt,Manhattan,Upper East Side,1,4.5,2,1,1,222,3,40.778791,-73.953393,57:43.1
12198,2267528,11578546,Entire home/apt,Manhattan,Midtown,0,,4,1,1,468,1,40.75831,-73.970205,38:19.5
12199,2267932,1165137,Entire home/apt,Brooklyn,Brooklyn Heights,3,4.5,2,0,1,174,1,40.698203,-73.993024,25:05.6
12200,2268083,11581538,Private room,Manhattan,Kips Bay,0,,4,1,1,526,1,40.744244,-73.979311,21:45.3
12201,2268084,926721,Entire home/apt,Manhattan,Tribeca,0,,6,2,2,702,7,40.713606,-74.011089,26:46.6
12202,2268273,4533191,Entire home/apt,Manhattan,Hell's Kitchen,0,,4,1,1,462,1,40.76374,-73.991986,42:49.5
12203,2268362,11582943,Entire home/apt,Manhattan,Hell's Kitchen,0,,2,1,1.5,1023,1,40.759144,-73.994959,12:03.2
12204,2268393,11583052,Entire home/apt,Manhattan,Upper West Side,0,,4,1,1,469,7,40.789017,-73.969826,45:15.5
12205,2268573,11584103,Entire home/apt,Manhattan,Kips Bay,0,,2,0,1,585,2,40.74386,-73.976402,31:32.7
12206,2268576,11583584,Entire home/apt,Manhattan,Chelsea,0,,4,3,2,2924,1,40.75391,-74.002592,46:48.9
12207,2268845,1531465,Entire home/apt,Manhattan,Kips Bay,0,,4,2,2,468,1,40.74438,-73.977436,52:04.0
12208,2268875,11585995,Entire home/apt,Manhattan,East Village,0,,6,3,2,936,3,40.732114,-73.985462,16:02.2
12209,2268888,11424459,Entire home/apt,Manhattan,Washington Heights,0,,2,1,1,643,1,40.854889,-73.936137,22:26.3
12210,2268947,11586472,Entire home/apt,Brooklyn,Williamsburg,0,,2,0,1,585,2,40.714728,-73.961236,39:03.6
12211,2268967,11586033,Shared room,Queens,Forest Hills,16,5,2,1,1,58,1,40.721497,-73.850919,18:57.8
12212,2269010,4731340,Private room,Manhattan,Lower East Side,4,4.5,2,1,1,175,1,40.723326,-73.992606,02:55.4
12213,2269030,1267182,Private room,Brooklyn,Crown Heights,0,,2,1,1,82,1,40.676474,-73.962203,45:57.8
12214,2269104,8568891,Private room,Queens,Jamaica,8,4.5,2,1,1,85,2,40.709497,-73.788284,05:49.2
12215,2269279,11588572,Private room,Manhattan,SoHo,6,4,2,1,1,164,1,40.721573,-73.997416,11:36.8
12216,2271266,10507472,Entire home/apt,Manhattan,Upper West Side,5,4.5,6,1,1,233,1,40.790074,-73.971797,54:18.6
12217,2271373,11597770,Entire home/apt,Manhattan,Midtown,0,,4,2,1.5,1988,1,40.757984,-73.967862,05:54.6
12218,2271504,11598359,Entire home/apt,Brooklyn,Clinton Hill,0,,7,3,2,7602,1,40.687658,-73.964386,25:20.8
12219,2271574,10730909,Entire home/apt,Manhattan,Kips Bay,0,,4,2,1,877,1,40.739553,-73.978594,24:35.0
12220,2271637,1169249,Entire home/apt,Manhattan,West Village,11,4.5,2,1,1,228,1,40.731194,-74.003085,51:15.7
12221,2271733,1411399,Entire home/apt,Manhattan,Upper East Side,3,4.5,2,1,1,210,1,40.770822,-73.955157,42:33.4
12222,2271792,11599506,Entire home/apt,Manhattan,Upper West Side,29,4.5,2,1,1,146,2,40.783454,-73.978576,03:46.3
12223,2272007,11600360,Entire home/apt,Manhattan,East Village,0,,4,3,1,1170,1,40.731771,-73.985977,44:16.3
12224,2272242,11601390,Entire home/apt,Manhattan,SoHo,0,,4,1,1,762,1,40.725832,-74.004515,28:11.1
12225,2272500,11602485,Entire home/apt,Manhattan,Upper West Side,0,,2,0,1,469,1,40.798251,-73.967915,37:16.3
12226,2272570,5340129,Entire home/apt,Manhattan,Hell's Kitchen,0,,2,1,1,409,3,40.768576,-73.985757,54:10.5
12227,2272786,94735,Entire home/apt,Manhattan,Upper East Side,0,,4,1,1,398,1,40.772195,-73.954005,34:23.1
12228,2272950,9195132,Entire home/apt,Manhattan,Nolita,0,,3,0,1,281,1,40.721105,-73.994664,37:09.8
12229,2273018,8793489,Private room,Manhattan,Lower East Side,0,,2,1,1,272,1,40.722708,-73.99097,07:22.3
12230,2273019,8105524,Entire home/apt,Manhattan,Upper West Side,0,,2,0,1,176,1,40.770183,-73.986433,11:46.5
12231,2273117,11605408,Entire home/apt,Manhattan,Upper West Side,0,,2,1,1,1754,1,40.782655,-73.976844,02:11.7
12232,2273139,11605656,Entire home/apt,Brooklyn,Greenpoint,13,4.5,2,1,1,140,5,40.724853,-73.946736,52:42.6
12233,2273293,1157127,Entire home/apt,Manhattan,East Village,6,5,2,1,1,127,4,40.727006,-73.983939,12:04.6
12234,2273473,11607164,Entire home/apt,Manhattan,Hell's Kitchen,0,,4,1,1,1053,1,40.766723,-73.985869,27:55.9
